type,url,slug,new_description,char_len,reason,gsc_clicks
tag,https://www.thethreedrinkers.com/magazine-content/tag/Puschkin%20Nuts%20%26%20Nougat%20Liqueur,Puschkin Nuts & Nougat Liqueur,"Puschkin's Nuts & Nougat liqueur is a rich, dessert-style drink that splits opinion. Here's an honest review of whether it's worth the calories.",144,generated,114
tag,https://www.thethreedrinkers.com/magazine-content/tag/best%20Calvados%20under%20%C2%A360,best Calvados under £60,Calvados is Normandy's great spirit — apple brandy aged in oak. Here are the best bottles under £60 to try if you've never explored the category.,145,generated,113
tag,https://www.thethreedrinkers.com/magazine-content/tag/What%20is%20the%20history%20of%20the%20Garibaldi%20cocktail%3F,What is the history of the Garibaldi cocktail?,The Garibaldi is one of Italy's most elegant cocktails and its history is fascinating. Here's everything about this Campari and orange juice classic.,149,generated,113
tag,https://www.thethreedrinkers.com/magazine-content/tag/where%20to%20buy%20IRN-BRU%20Winter%20BRU%20UK,where to buy IRN-BRU Winter BRU UK,IRN-BRU Winter BRU is a seasonal release that disappears fast. Here's where to find it in the UK and whether it's actually worth hunting down.,142,generated,113
article,https://www.thethreedrinkers.com/magazine-content/best-scottish-gin,best-scottish-gin,Guess what? The sun is out. Cue the rain and thunder to begin the second you read this line (hopefully not).,108,auto-truncated,113
tag,https://www.thethreedrinkers.com/magazine-content/tag/What%20drink%20is%20The%20Great%20Gatsby%20known%20for%3F,What drink is The Great Gatsby known for?,"The Great Gatsby is soaked in Champagne and excess. Here's the drink most associated with the novel, the film and how to recreate the era.",138,generated,112
tag,https://www.thethreedrinkers.com/magazine-content/tag/Best%20wine%20advent%20calendars%20UK%202024,Best wine advent calendars UK 2024,"The best wine advent calendars available in the UK in 2024 — ranked by value, variety and how genuinely good the wine inside actually is.",137,generated,112
tag,https://www.thethreedrinkers.com/magazine-content/tag/Corte%20Alle%20Mura%20Chianti%20Riserva,Corte Alle Mura Chianti Riserva,Corte Alle Mura Chianti Riserva offers serious Tuscan quality at a sensible price. Here's a full tasting note and whether it's worth buying.,140,generated,111
tag,https://www.thethreedrinkers.com/magazine-content/tag/which%20crisps%20should%20i%20eat%20with%20rose,which crisps should i eat with rose,Rosé and crisps is one of life's great simple pleasures — but the right crisp flavour makes a real difference. Here's exactly what to reach for.,144,generated,111
tag,https://www.thethreedrinkers.com/magazine-content/tag/is%20amaro%20and%20bitter%20the%20same,is amaro and bitter the same,Amaro and bitters are both bitter — but they're very different things. Here's the clear explanation of what separates them.,123,generated,111
tag,https://www.thethreedrinkers.com/magazine-content/tag/chinese%20food%20and%20beer%20pairings,chinese food and beer pairings,Chinese food and beer pairing is an underexplored area of food and drink. Here's which beer styles work best with different Chinese dishes.,139,generated,110
tag,https://www.thethreedrinkers.com/magazine-content/tag/what%20is%20the%20right%20glass%20for%20cabernet%20franc,what is the right glass for cabernet franc,Cabernet Franc has a distinctive herbal character that the right glass can enhance or diminish. Here's which shape brings out the best in it.,141,generated,108
tag,https://www.thethreedrinkers.com/magazine-content/tag/What%20do%20bartender%20codes%20mean%3F,What do bartender codes mean?,Bartenders use a secret language of codes across the bar. Here's a guide to the most common ones and what they mean.,116,generated,108
tag,https://www.thethreedrinkers.com/magazine-content/tag/8%20Seriously%20Smooth%20Vodkas%20You%20Need%20To%20Try%20the%20three%20drinkers,8 Seriously Smooth Vodkas You Need To Try the three drinkers,The smoothest vodkas are the ones you barely notice you're drinking. Here are eight of the most dangerously smooth bottles to try right now.,140,generated,107
tag,https://www.thethreedrinkers.com/magazine-content/tag/irn bru cocktails,irn bru cocktails,"IRN-BRU is one of Scotland's most versatile mixers. Here are the best cocktails to make with it — sweet, fizzy and genuinely brilliant.",135,generated,106
tag,https://www.thethreedrinkers.com/magazine-content/tag/nolly prat cocktail,nolly prat cocktail,"Noilly Prat is one of the world's great vermouths. Here are the best cocktails to make with it, from classic Martinis to unexpected combinations.",145,generated,106
tag,https://www.thethreedrinkers.com/magazine-content/tag/What%20does%20Mead%20taste%20like%3F,What does Mead taste like?,"Mead is having a revival — but if you've never tried it, here's exactly what it tastes like, how sweet it is and which bottle to try first.",139,generated,106
tag,https://www.thethreedrinkers.com/magazine-content/tag/terre di faiano,terre di faiano,Terre di Faiano is a Southern Italian producer making wines that over-deliver at their price point. Here's an honest review of the range.,137,generated,106
tag,https://www.thethreedrinkers.com/magazine-content/tag/Best%20scotch%20whisky%20for%20Christmas,Best scotch whisky for Christmas,Christmas is the season for Scotch. Here are the best bottles to give or receive this year — for every budget and every level of whisky knowledge.,146,generated,106
tag,https://www.thethreedrinkers.com/magazine-content/tag/What%20drink%20is%20Moulin%20Rouge%20known%20for%3F,What drink is Moulin Rouge known for?,"The Moulin Rouge had a very specific relationship with one drink. Here's what they served, why it became iconic and how to recreate the spirit of Paris.",152,generated,104
tag,https://www.thethreedrinkers.com/magazine-content/tag/Bolivia%20%E2%80%93%20Married%20women%20can%20only%20drink%20one%20glass%20of%20wine%20at%20bars%21,Bolivia – Married women can only drink one glass of wine at bars!,Bolivia's law on married women and alcohol is one of the strangest on record. Here's the full story behind this unusual piece of legislation.,141,generated,104
tag,https://www.thethreedrinkers.com/magazine-content/tag/What%20drink%20is%20Mad%20Men%20known%20for%3F,What drink is Mad Men known for?,"Mad Men made certain drinks iconic. Here's the drink most associated with the show, why Don Draper drank it and how to make it at home.",135,generated,102
tag,https://www.thethreedrinkers.com/magazine-content/tag/amaretto sidecar,amaretto sidecar,"The Amaretto Sidecar is a softer, sweeter take on the classic Sidecar cocktail. Here's the recipe and the amaretto to use.",122,generated,102
tag,https://www.thethreedrinkers.com/magazine-content/tag/best%20whiskey%20for%20whiskey%20sour,best whiskey for whiskey sour,"The Whiskey Sour is forgiving but the whiskey still matters. Here are the best bottles to use for a perfect, balanced, beautifully tart Whiskey Sour.",149,generated,102
tag,https://www.thethreedrinkers.com/magazine-content/tag/Louis Delaunay,Louis Delaunay,Louis Delaunay makes some of Normandy's most reliable Calvados. Here's a guide to the range and the bottles most worth seeking out.,131,generated,102
tag,https://www.thethreedrinkers.com/magazine-content/tag/Dubonnet,Dubonnet,"Dubonnet is a fortified wine with a remarkable royal history. Here's what it tastes like, how to drink it and why the Queen was so fond of it.",142,generated,101
article,https://www.thethreedrinkers.com/magazine-content/whisky-vs-whiskey-a-brief-history-and-overview,whisky-vs-whiskey-a-brief-history-and-overview,"Whisky is a spirit with a large historical and cultural significance, with many people having flown its flag to make it the globally known spirit it is today.",158,auto-truncated,96
article,https://www.thethreedrinkers.com/magazine-content/the-best-irish-whiskey,the-best-irish-whiskey,"St. Patrick’s Day is not only important in Ireland, but also celebrated across the globe, and not only by the Irish.",116,auto-truncated,93
article,https://www.thethreedrinkers.com/magazine-content/glenmorangie-its-kind-of-delicious-and-wonderful,glenmorangie-its-kind-of-delicious-and-wonderful,"Colin Hampden-White visits Glenmorangie in the Scottish Highlands, exploring why this constantly experimenting distillery makes extraordinary whisky.",149,generated,85
article,https://www.thethreedrinkers.com/magazine-content/best-sipping-rums-for-summer,best-sipping-rums-for-summer,"When most people think of rum, they think generally of rum and a mixer or a cocktail.",85,auto-truncated,83
article,https://www.thethreedrinkers.com/magazine-content/one-drink-three-ways-belvedere-organic-infusions,one-drink-three-ways-belvedere-organic-infusions,"At 3D Towers, we are huge fans of Belvedere Premium Vodka so were delighted to taste their brand new range: Belvedere Organic Infusions.",136,auto-truncated,83
article,https://www.thethreedrinkers.com/magazine-content/jerry-can-cocktail-bar,jerry-can-cocktail-bar,"From bespoke light fixtures artfully fashioned from beer cans to chic handbags made from canvas coffee sacks, we’ve seen our share of creative repurposing.",155,auto-truncated,79
article,https://www.thethreedrinkers.com/magazine-content/buckingham-palace-gin,buckingham-palace-gin,Are you still looking for that perfect sip for the Jubilee weekend? Could there be a more fitting choice than sipping on a gin from the Queen’s very own.,153,auto-truncated,78
article,https://www.thethreedrinkers.com/magazine-content/your-abc-guide-to-umeshu-japans-other-drinks-jewel,your-abc-guide-to-umeshu-japans-other-drinks-jewel,"When we think of alcoholic, Japanese drinks, sake often takes centre stage but there's another, less obvious drinky gem that deserves the spotlight: Umeshu.",156,auto-truncated,75
article,https://www.thethreedrinkers.com/magazine-content/2019/5/9/richard-paterson-as-time-nose-by,2019/5/9/richard-paterson-as-time-nose-by,Colin Hampden-White talks to the whisky blending legend that is Richard Paterson.   There are very few people within the whisky industry who travel quite as.,157,auto-truncated,74
